candidate_id,detector_id,threshold_context,threshold_rule_id,threshold_kind,threshold_value,ewma_id,ewma_alpha,persistence
pca_reconstruction__per_mode__mean_plus_1.5_std__ewma_alpha_0.20__persistence_5,pca_reconstruction,per_mode,mean_plus_1.5_std,mean_plus_std,1.5,alpha_0.20,0.2,5
pca_reconstruction__per_mode__mean_plus_1.5_std__ewma_alpha_0.20__persistence_8,pca_reconstruction,per_mode,mean_plus_1.5_std,mean_plus_std,1.5,alpha_0.20,0.2,8
pca_reconstruction__per_mode__mean_plus_1.5_std__ewma_alpha_0.50__persistence_1,pca_reconstruction,per_mode,mean_plus_1.5_std,mean_plus_std,1.5,alpha_0.50,0.5,1
pca_reconstruction__per_mode__mean_plus_1.5_std__ewma_alpha_0.50__persistence_3,pca_reconstruction,per_mode,mean_plus_1.5_std,mean_plus_std,1.5,alpha_0.50,0.5,3
pca_reconstruction__per_mode__mean_plus_1.5_std__ewma_alpha_0.50__persistence_5,pca_reconstruction,per_mode,mean_plus_1.5_std,mean_plus_std,1.5,alpha_0.50,0.5,5
pca_reconstruction__per_mode__mean_plus_1.5_std__ewma_alpha_0.50__persistence_8,pca_reconstruction,per_mode,mean_plus_1.5_std,mean_plus_std,1.5,alpha_0.50,0.5,8
pca_reconstruction__per_mode__mean_plus_1.5_std__ewma_alpha_0.80__persistence_1,pca_reconstruction,per_mode,mean_plus_1.5_std,mean_plus_std,1.5,alpha_0.80,0.8,1
pca_reconstruction__per_mode__mean_plus_1.5_std__ewma_alpha_0.80__persistence_3,pca_reconstruction,per_mode,mean_plus_1.5_std,mean_plus_std,1.5,alpha_0.80,0.8,3
pca_reconstruction__per_mode__mean_plus_1.5_std__ewma_alpha_0.80__persistence_5,pca_reconstruction,per_mode,mean_plus_1.5_std,mean_plus_std,1.5,alpha_0.80,0.8,5
pca_reconstruction__per_mode__mean_plus_1.5_std__ewma_alpha_0.80__persistence_8,pca_reconstruction,per_mode,mean_plus_1.5_std,mean_plus_std,1.5,alpha_0.80,0.8,8
pca_reconstruction__per_mode__mean_plus_2.0_std__ewma_off__persistence_1,pca_reconstruction,per_mode,mean_plus_2.0_std,mean_plus_std,2.0,off,,1
pca_reconstruction__per_mode__mean_plus_2.0_std__ewma_off__persistence_3,pca_reconstruction,per_mode,mean_plus_2.0_std,mean_plus_std,2.0,off,,3
pca_reconstruction__per_mode__mean_plus_2.0_std__ewma_off__persistence_5,pca_reconstruction,per_mode,mean_plus_2.0_std,mean_plus_std,2.0,off,,5
pca_reconstruction__per_mode__mean_plus_2.0_std__ewma_off__persistence_8,pca_reconstruction,per_mode,mean_plus_2.0_std,mean_plus_std,2.0,off,,8
pca_reconstruction__per_mode__mean_plus_2.0_std__ewma_alpha_0.20__persistence_1,pca_reconstruction,per_mode,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.20,0.2,1
pca_reconstruction__per_mode__mean_plus_2.0_std__ewma_alpha_0.20__persistence_3,pca_reconstruction,per_mode,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.20,0.2,3
pca_reconstruction__per_mode__mean_plus_2.0_std__ewma_alpha_0.20__persistence_5,pca_reconstruction,per_mode,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.20,0.2,5
pca_reconstruction__per_mode__mean_plus_2.0_std__ewma_alpha_0.20__persistence_8,pca_reconstruction,per_mode,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.20,0.2,8
pca_reconstruction__per_mode__mean_plus_2.0_std__ewma_alpha_0.50__persistence_1,pca_reconstruction,per_mode,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.50,0.5,1
pca_reconstruction__per_mode__mean_plus_2.0_std__ewma_alpha_0.50__persistence_3,pca_reconstruction,per_mode,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.50,0.5,3
pca_reconstruction__per_mode__mean_plus_2.0_std__ewma_alpha_0.50__persistence_5,pca_reconstruction,per_mode,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.50,0.5,5
pca_reconstruction__per_mode__mean_plus_2.0_std__ewma_alpha_0.50__persistence_8,pca_reconstruction,per_mode,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.50,0.5,8
pca_reconstruction__per_mode__mean_plus_2.0_std__ewma_alpha_0.80__persistence_1,pca_reconstruction,per_mode,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.80,0.8,1
pca_reconstruction__per_mode__mean_plus_2.0_std__ewma_alpha_0.80__persistence_3,pca_reconstruction,per_mode,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.80,0.8,3
pca_reconstruction__per_mode__mean_plus_2.0_std__ewma_alpha_0.80__persistence_5,pca_reconstruction,per_mode,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.80,0.8,5
pca_reconstruction__per_mode__mean_plus_2.0_std__ewma_alpha_0.80__persistence_8,pca_reconstruction,per_mode,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.80,0.8,8
lstm_calibrated_ensemble__global__quantile_0.900__ewma_off__persistence_1,lstm_calibrated_ensemble,global,quantile_0.900,quantile,0.9,off,,1
lstm_calibrated_ensemble__global__quantile_0.900__ewma_off__persistence_3,lstm_calibrated_ensemble,global,quantile_0.900,quantile,0.9,off,,3
lstm_calibrated_ensemble__global__quantile_0.900__ewma_off__persistence_5,lstm_calibrated_ensemble,global,quantile_0.900,quantile,0.9,off,,5
lstm_calibrated_ensemble__global__quantile_0.900__ewma_off__persistence_8,lstm_calibrated_ensemble,global,quantile_0.900,quantile,0.9,off,,8
lstm_calibrated_ensemble__global__quantile_0.900__ewma_alpha_0.20__persistence_1,lstm_calibrated_ensemble,global,quantile_0.900,quantile,0.9,alpha_0.20,0.2,1
lstm_calibrated_ensemble__global__quantile_0.900__ewma_alpha_0.20__persistence_3,lstm_calibrated_ensemble,global,quantile_0.900,quantile,0.9,alpha_0.20,0.2,3
lstm_calibrated_ensemble__global__quantile_0.900__ewma_alpha_0.20__persistence_5,lstm_calibrated_ensemble,global,quantile_0.900,quantile,0.9,alpha_0.20,0.2,5
lstm_calibrated_ensemble__global__quantile_0.900__ewma_alpha_0.20__persistence_8,lstm_calibrated_ensemble,global,quantile_0.900,quantile,0.9,alpha_0.20,0.2,8
lstm_calibrated_ensemble__global__quantile_0.900__ewma_alpha_0.50__persistence_1,lstm_calibrated_ensemble,global,quantile_0.900,quantile,0.9,alpha_0.50,0.5,1
lstm_calibrated_ensemble__global__quantile_0.900__ewma_alpha_0.50__persistence_3,lstm_calibrated_ensemble,global,quantile_0.900,quantile,0.9,alpha_0.50,0.5,3
lstm_calibrated_ensemble__global__quantile_0.900__ewma_alpha_0.50__persistence_5,lstm_calibrated_ensemble,global,quantile_0.900,quantile,0.9,alpha_0.50,0.5,5
lstm_calibrated_ensemble__global__quantile_0.900__ewma_alpha_0.50__persistence_8,lstm_calibrated_ensemble,global,quantile_0.900,quantile,0.9,alpha_0.50,0.5,8
lstm_calibrated_ensemble__global__quantile_0.900__ewma_alpha_0.80__persistence_1,lstm_calibrated_ensemble,global,quantile_0.900,quantile,0.9,alpha_0.80,0.8,1
lstm_calibrated_ensemble__global__quantile_0.900__ewma_alpha_0.80__persistence_3,lstm_calibrated_ensemble,global,quantile_0.900,quantile,0.9,alpha_0.80,0.8,3
lstm_calibrated_ensemble__global__quantile_0.900__ewma_alpha_0.80__persistence_5,lstm_calibrated_ensemble,global,quantile_0.900,quantile,0.9,alpha_0.80,0.8,5
lstm_calibrated_ensemble__global__quantile_0.900__ewma_alpha_0.80__persistence_8,lstm_calibrated_ensemble,global,quantile_0.900,quantile,0.9,alpha_0.80,0.8,8
lstm_calibrated_ensemble__global__quantile_0.950__ewma_off__persistence_1,lstm_calibrated_ensemble,global,quantile_0.950,quantile,0.95,off,,1
lstm_calibrated_ensemble__global__quantile_0.950__ewma_off__persistence_3,lstm_calibrated_ensemble,global,quantile_0.950,quantile,0.95,off,,3
lstm_calibrated_ensemble__global__quantile_0.950__ewma_off__persistence_5,lstm_calibrated_ensemble,global,quantile_0.950,quantile,0.95,off,,5
lstm_calibrated_ensemble__global__quantile_0.950__ewma_off__persistence_8,lstm_calibrated_ensemble,global,quantile_0.950,quantile,0.95,off,,8
lstm_calibrated_ensemble__global__quantile_0.950__ewma_alpha_0.20__persistence_1,lstm_calibrated_ensemble,global,quantile_0.950,quantile,0.95,alpha_0.20,0.2,1
lstm_calibrated_ensemble__global__quantile_0.950__ewma_alpha_0.20__persistence_3,lstm_calibrated_ensemble,global,quantile_0.950,quantile,0.95,alpha_0.20,0.2,3
lstm_calibrated_ensemble__global__quantile_0.950__ewma_alpha_0.20__persistence_5,lstm_calibrated_ensemble,global,quantile_0.950,quantile,0.95,alpha_0.20,0.2,5
lstm_calibrated_ensemble__global__quantile_0.950__ewma_alpha_0.20__persistence_8,lstm_calibrated_ensemble,global,quantile_0.950,quantile,0.95,alpha_0.20,0.2,8
lstm_calibrated_ensemble__global__quantile_0.950__ewma_alpha_0.50__persistence_1,lstm_calibrated_ensemble,global,quantile_0.950,quantile,0.95,alpha_0.50,0.5,1
lstm_calibrated_ensemble__global__quantile_0.950__ewma_alpha_0.50__persistence_3,lstm_calibrated_ensemble,global,quantile_0.950,quantile,0.95,alpha_0.50,0.5,3
lstm_calibrated_ensemble__global__quantile_0.950__ewma_alpha_0.50__persistence_5,lstm_calibrated_ensemble,global,quantile_0.950,quantile,0.95,alpha_0.50,0.5,5
lstm_calibrated_ensemble__global__quantile_0.950__ewma_alpha_0.50__persistence_8,lstm_calibrated_ensemble,global,quantile_0.950,quantile,0.95,alpha_0.50,0.5,8
lstm_calibrated_ensemble__global__quantile_0.950__ewma_alpha_0.80__persistence_1,lstm_calibrated_ensemble,global,quantile_0.950,quantile,0.95,alpha_0.80,0.8,1
lstm_calibrated_ensemble__global__quantile_0.950__ewma_alpha_0.80__persistence_3,lstm_calibrated_ensemble,global,quantile_0.950,quantile,0.95,alpha_0.80,0.8,3
lstm_calibrated_ensemble__global__quantile_0.950__ewma_alpha_0.80__persistence_5,lstm_calibrated_ensemble,global,quantile_0.950,quantile,0.95,alpha_0.80,0.8,5
lstm_calibrated_ensemble__global__quantile_0.950__ewma_alpha_0.80__persistence_8,lstm_calibrated_ensemble,global,quantile_0.950,quantile,0.95,alpha_0.80,0.8,8
lstm_calibrated_ensemble__global__quantile_0.975__ewma_off__persistence_1,lstm_calibrated_ensemble,global,quantile_0.975,quantile,0.975,off,,1
lstm_calibrated_ensemble__global__quantile_0.975__ewma_off__persistence_3,lstm_calibrated_ensemble,global,quantile_0.975,quantile,0.975,off,,3
lstm_calibrated_ensemble__global__quantile_0.975__ewma_off__persistence_5,lstm_calibrated_ensemble,global,quantile_0.975,quantile,0.975,off,,5
lstm_calibrated_ensemble__global__quantile_0.975__ewma_off__persistence_8,lstm_calibrated_ensemble,global,quantile_0.975,quantile,0.975,off,,8
lstm_calibrated_ensemble__global__quantile_0.975__ewma_alpha_0.20__persistence_1,lstm_calibrated_ensemble,global,quantile_0.975,quantile,0.975,alpha_0.20,0.2,1
lstm_calibrated_ensemble__global__quantile_0.975__ewma_alpha_0.20__persistence_3,lstm_calibrated_ensemble,global,quantile_0.975,quantile,0.975,alpha_0.20,0.2,3
lstm_calibrated_ensemble__global__quantile_0.975__ewma_alpha_0.20__persistence_5,lstm_calibrated_ensemble,global,quantile_0.975,quantile,0.975,alpha_0.20,0.2,5
lstm_calibrated_ensemble__global__quantile_0.975__ewma_alpha_0.20__persistence_8,lstm_calibrated_ensemble,global,quantile_0.975,quantile,0.975,alpha_0.20,0.2,8
lstm_calibrated_ensemble__global__quantile_0.975__ewma_alpha_0.50__persistence_1,lstm_calibrated_ensemble,global,quantile_0.975,quantile,0.975,alpha_0.50,0.5,1
lstm_calibrated_ensemble__global__quantile_0.975__ewma_alpha_0.50__persistence_3,lstm_calibrated_ensemble,global,quantile_0.975,quantile,0.975,alpha_0.50,0.5,3
lstm_calibrated_ensemble__global__quantile_0.975__ewma_alpha_0.50__persistence_5,lstm_calibrated_ensemble,global,quantile_0.975,quantile,0.975,alpha_0.50,0.5,5
lstm_calibrated_ensemble__global__quantile_0.975__ewma_alpha_0.50__persistence_8,lstm_calibrated_ensemble,global,quantile_0.975,quantile,0.975,alpha_0.50,0.5,8
lstm_calibrated_ensemble__global__quantile_0.975__ewma_alpha_0.80__persistence_1,lstm_calibrated_ensemble,global,quantile_0.975,quantile,0.975,alpha_0.80,0.8,1
lstm_calibrated_ensemble__global__quantile_0.975__ewma_alpha_0.80__persistence_3,lstm_calibrated_ensemble,global,quantile_0.975,quantile,0.975,alpha_0.80,0.8,3
lstm_calibrated_ensemble__global__quantile_0.975__ewma_alpha_0.80__persistence_5,lstm_calibrated_ensemble,global,quantile_0.975,quantile,0.975,alpha_0.80,0.8,5
lstm_calibrated_ensemble__global__quantile_0.975__ewma_alpha_0.80__persistence_8,lstm_calibrated_ensemble,global,quantile_0.975,quantile,0.975,alpha_0.80,0.8,8
lstm_calibrated_ensemble__global__quantile_0.990__ewma_off__persistence_1,lstm_calibrated_ensemble,global,quantile_0.990,quantile,0.99,off,,1
lstm_calibrated_ensemble__global__quantile_0.990__ewma_off__persistence_3,lstm_calibrated_ensemble,global,quantile_0.990,quantile,0.99,off,,3
lstm_calibrated_ensemble__global__quantile_0.990__ewma_off__persistence_5,lstm_calibrated_ensemble,global,quantile_0.990,quantile,0.99,off,,5
lstm_calibrated_ensemble__global__quantile_0.990__ewma_off__persistence_8,lstm_calibrated_ensemble,global,quantile_0.990,quantile,0.99,off,,8
lstm_calibrated_ensemble__global__quantile_0.990__ewma_alpha_0.20__persistence_1,lstm_calibrated_ensemble,global,quantile_0.990,quantile,0.99,alpha_0.20,0.2,1
lstm_calibrated_ensemble__global__quantile_0.990__ewma_alpha_0.20__persistence_3,lstm_calibrated_ensemble,global,quantile_0.990,quantile,0.99,alpha_0.20,0.2,3
lstm_calibrated_ensemble__global__quantile_0.990__ewma_alpha_0.20__persistence_5,lstm_calibrated_ensemble,global,quantile_0.990,quantile,0.99,alpha_0.20,0.2,5
lstm_calibrated_ensemble__global__quantile_0.990__ewma_alpha_0.20__persistence_8,lstm_calibrated_ensemble,global,quantile_0.990,quantile,0.99,alpha_0.20,0.2,8
lstm_calibrated_ensemble__global__quantile_0.990__ewma_alpha_0.50__persistence_1,lstm_calibrated_ensemble,global,quantile_0.990,quantile,0.99,alpha_0.50,0.5,1
lstm_calibrated_ensemble__global__quantile_0.990__ewma_alpha_0.50__persistence_3,lstm_calibrated_ensemble,global,quantile_0.990,quantile,0.99,alpha_0.50,0.5,3
lstm_calibrated_ensemble__global__quantile_0.990__ewma_alpha_0.50__persistence_5,lstm_calibrated_ensemble,global,quantile_0.990,quantile,0.99,alpha_0.50,0.5,5
lstm_calibrated_ensemble__global__quantile_0.990__ewma_alpha_0.50__persistence_8,lstm_calibrated_ensemble,global,quantile_0.990,quantile,0.99,alpha_0.50,0.5,8
lstm_calibrated_ensemble__global__quantile_0.990__ewma_alpha_0.80__persistence_1,lstm_calibrated_ensemble,global,quantile_0.990,quantile,0.99,alpha_0.80,0.8,1
lstm_calibrated_ensemble__global__quantile_0.990__ewma_alpha_0.80__persistence_3,lstm_calibrated_ensemble,global,quantile_0.990,quantile,0.99,alpha_0.80,0.8,3
lstm_calibrated_ensemble__global__quantile_0.990__ewma_alpha_0.80__persistence_5,lstm_calibrated_ensemble,global,quantile_0.990,quantile,0.99,alpha_0.80,0.8,5
lstm_calibrated_ensemble__global__quantile_0.990__ewma_alpha_0.80__persistence_8,lstm_calibrated_ensemble,global,quantile_0.990,quantile,0.99,alpha_0.80,0.8,8
lstm_calibrated_ensemble__global__quantile_0.995__ewma_off__persistence_1,lstm_calibrated_ensemble,global,quantile_0.995,quantile,0.995,off,,1
lstm_calibrated_ensemble__global__quantile_0.995__ewma_off__persistence_3,lstm_calibrated_ensemble,global,quantile_0.995,quantile,0.995,off,,3
lstm_calibrated_ensemble__global__quantile_0.995__ewma_off__persistence_5,lstm_calibrated_ensemble,global,quantile_0.995,quantile,0.995,off,,5
lstm_calibrated_ensemble__global__quantile_0.995__ewma_off__persistence_8,lstm_calibrated_ensemble,global,quantile_0.995,quantile,0.995,off,,8
lstm_calibrated_ensemble__global__quantile_0.995__ewma_alpha_0.20__persistence_1,lstm_calibrated_ensemble,global,quantile_0.995,quantile,0.995,alpha_0.20,0.2,1
lstm_calibrated_ensemble__global__quantile_0.995__ewma_alpha_0.20__persistence_3,lstm_calibrated_ensemble,global,quantile_0.995,quantile,0.995,alpha_0.20,0.2,3
lstm_calibrated_ensemble__global__quantile_0.995__ewma_alpha_0.20__persistence_5,lstm_calibrated_ensemble,global,quantile_0.995,quantile,0.995,alpha_0.20,0.2,5
lstm_calibrated_ensemble__global__quantile_0.995__ewma_alpha_0.20__persistence_8,lstm_calibrated_ensemble,global,quantile_0.995,quantile,0.995,alpha_0.20,0.2,8
lstm_calibrated_ensemble__global__quantile_0.995__ewma_alpha_0.50__persistence_1,lstm_calibrated_ensemble,global,quantile_0.995,quantile,0.995,alpha_0.50,0.5,1
lstm_calibrated_ensemble__global__quantile_0.995__ewma_alpha_0.50__persistence_3,lstm_calibrated_ensemble,global,quantile_0.995,quantile,0.995,alpha_0.50,0.5,3
lstm_calibrated_ensemble__global__quantile_0.995__ewma_alpha_0.50__persistence_5,lstm_calibrated_ensemble,global,quantile_0.995,quantile,0.995,alpha_0.50,0.5,5
lstm_calibrated_ensemble__global__quantile_0.995__ewma_alpha_0.50__persistence_8,lstm_calibrated_ensemble,global,quantile_0.995,quantile,0.995,alpha_0.50,0.5,8
lstm_calibrated_ensemble__global__quantile_0.995__ewma_alpha_0.80__persistence_1,lstm_calibrated_ensemble,global,quantile_0.995,quantile,0.995,alpha_0.80,0.8,1
lstm_calibrated_ensemble__global__quantile_0.995__ewma_alpha_0.80__persistence_3,lstm_calibrated_ensemble,global,quantile_0.995,quantile,0.995,alpha_0.80,0.8,3
lstm_calibrated_ensemble__global__quantile_0.995__ewma_alpha_0.80__persistence_5,lstm_calibrated_ensemble,global,quantile_0.995,quantile,0.995,alpha_0.80,0.8,5
lstm_calibrated_ensemble__global__quantile_0.995__ewma_alpha_0.80__persistence_8,lstm_calibrated_ensemble,global,quantile_0.995,quantile,0.995,alpha_0.80,0.8,8
lstm_calibrated_ensemble__global__mean_plus_1.0_std__ewma_off__persistence_1,lstm_calibrated_ensemble,global,mean_plus_1.0_std,mean_plus_std,1.0,off,,1
lstm_calibrated_ensemble__global__mean_plus_1.0_std__ewma_off__persistence_3,lstm_calibrated_ensemble,global,mean_plus_1.0_std,mean_plus_std,1.0,off,,3
lstm_calibrated_ensemble__global__mean_plus_1.0_std__ewma_off__persistence_5,lstm_calibrated_ensemble,global,mean_plus_1.0_std,mean_plus_std,1.0,off,,5
lstm_calibrated_ensemble__global__mean_plus_1.0_std__ewma_off__persistence_8,lstm_calibrated_ensemble,global,mean_plus_1.0_std,mean_plus_std,1.0,off,,8
lstm_calibrated_ensemble__global__mean_plus_1.0_std__ewma_alpha_0.20__persistence_1,lstm_calibrated_ensemble,global,mean_plus_1.0_std,mean_plus_std,1.0,alpha_0.20,0.2,1
lstm_calibrated_ensemble__global__mean_plus_1.0_std__ewma_alpha_0.20__persistence_3,lstm_calibrated_ensemble,global,mean_plus_1.0_std,mean_plus_std,1.0,alpha_0.20,0.2,3
lstm_calibrated_ensemble__global__mean_plus_1.0_std__ewma_alpha_0.20__persistence_5,lstm_calibrated_ensemble,global,mean_plus_1.0_std,mean_plus_std,1.0,alpha_0.20,0.2,5
lstm_calibrated_ensemble__global__mean_plus_1.0_std__ewma_alpha_0.20__persistence_8,lstm_calibrated_ensemble,global,mean_plus_1.0_std,mean_plus_std,1.0,alpha_0.20,0.2,8
lstm_calibrated_ensemble__global__mean_plus_1.0_std__ewma_alpha_0.50__persistence_1,lstm_calibrated_ensemble,global,mean_plus_1.0_std,mean_plus_std,1.0,alpha_0.50,0.5,1
lstm_calibrated_ensemble__global__mean_plus_1.0_std__ewma_alpha_0.50__persistence_3,lstm_calibrated_ensemble,global,mean_plus_1.0_std,mean_plus_std,1.0,alpha_0.50,0.5,3
lstm_calibrated_ensemble__global__mean_plus_1.0_std__ewma_alpha_0.50__persistence_5,lstm_calibrated_ensemble,global,mean_plus_1.0_std,mean_plus_std,1.0,alpha_0.50,0.5,5
lstm_calibrated_ensemble__global__mean_plus_1.0_std__ewma_alpha_0.50__persistence_8,lstm_calibrated_ensemble,global,mean_plus_1.0_std,mean_plus_std,1.0,alpha_0.50,0.5,8
lstm_calibrated_ensemble__global__mean_plus_1.0_std__ewma_alpha_0.80__persistence_1,lstm_calibrated_ensemble,global,mean_plus_1.0_std,mean_plus_std,1.0,alpha_0.80,0.8,1
lstm_calibrated_ensemble__global__mean_plus_1.0_std__ewma_alpha_0.80__persistence_3,lstm_calibrated_ensemble,global,mean_plus_1.0_std,mean_plus_std,1.0,alpha_0.80,0.8,3
lstm_calibrated_ensemble__global__mean_plus_1.0_std__ewma_alpha_0.80__persistence_5,lstm_calibrated_ensemble,global,mean_plus_1.0_std,mean_plus_std,1.0,alpha_0.80,0.8,5
lstm_calibrated_ensemble__global__mean_plus_1.0_std__ewma_alpha_0.80__persistence_8,lstm_calibrated_ensemble,global,mean_plus_1.0_std,mean_plus_std,1.0,alpha_0.80,0.8,8
lstm_calibrated_ensemble__global__mean_plus_1.5_std__ewma_off__persistence_1,lstm_calibrated_ensemble,global,mean_plus_1.5_std,mean_plus_std,1.5,off,,1
lstm_calibrated_ensemble__global__mean_plus_1.5_std__ewma_off__persistence_3,lstm_calibrated_ensemble,global,mean_plus_1.5_std,mean_plus_std,1.5,off,,3
lstm_calibrated_ensemble__global__mean_plus_1.5_std__ewma_off__persistence_5,lstm_calibrated_ensemble,global,mean_plus_1.5_std,mean_plus_std,1.5,off,,5
lstm_calibrated_ensemble__global__mean_plus_1.5_std__ewma_off__persistence_8,lstm_calibrated_ensemble,global,mean_plus_1.5_std,mean_plus_std,1.5,off,,8
lstm_calibrated_ensemble__global__mean_plus_1.5_std__ewma_alpha_0.20__persistence_1,lstm_calibrated_ensemble,global,mean_plus_1.5_std,mean_plus_std,1.5,alpha_0.20,0.2,1
lstm_calibrated_ensemble__global__mean_plus_1.5_std__ewma_alpha_0.20__persistence_3,lstm_calibrated_ensemble,global,mean_plus_1.5_std,mean_plus_std,1.5,alpha_0.20,0.2,3
lstm_calibrated_ensemble__global__mean_plus_1.5_std__ewma_alpha_0.20__persistence_5,lstm_calibrated_ensemble,global,mean_plus_1.5_std,mean_plus_std,1.5,alpha_0.20,0.2,5
lstm_calibrated_ensemble__global__mean_plus_1.5_std__ewma_alpha_0.20__persistence_8,lstm_calibrated_ensemble,global,mean_plus_1.5_std,mean_plus_std,1.5,alpha_0.20,0.2,8
lstm_calibrated_ensemble__global__mean_plus_1.5_std__ewma_alpha_0.50__persistence_1,lstm_calibrated_ensemble,global,mean_plus_1.5_std,mean_plus_std,1.5,alpha_0.50,0.5,1
lstm_calibrated_ensemble__global__mean_plus_1.5_std__ewma_alpha_0.50__persistence_3,lstm_calibrated_ensemble,global,mean_plus_1.5_std,mean_plus_std,1.5,alpha_0.50,0.5,3
lstm_calibrated_ensemble__global__mean_plus_1.5_std__ewma_alpha_0.50__persistence_5,lstm_calibrated_ensemble,global,mean_plus_1.5_std,mean_plus_std,1.5,alpha_0.50,0.5,5
lstm_calibrated_ensemble__global__mean_plus_1.5_std__ewma_alpha_0.50__persistence_8,lstm_calibrated_ensemble,global,mean_plus_1.5_std,mean_plus_std,1.5,alpha_0.50,0.5,8
lstm_calibrated_ensemble__global__mean_plus_1.5_std__ewma_alpha_0.80__persistence_1,lstm_calibrated_ensemble,global,mean_plus_1.5_std,mean_plus_std,1.5,alpha_0.80,0.8,1
lstm_calibrated_ensemble__global__mean_plus_1.5_std__ewma_alpha_0.80__persistence_3,lstm_calibrated_ensemble,global,mean_plus_1.5_std,mean_plus_std,1.5,alpha_0.80,0.8,3
lstm_calibrated_ensemble__global__mean_plus_1.5_std__ewma_alpha_0.80__persistence_5,lstm_calibrated_ensemble,global,mean_plus_1.5_std,mean_plus_std,1.5,alpha_0.80,0.8,5
lstm_calibrated_ensemble__global__mean_plus_1.5_std__ewma_alpha_0.80__persistence_8,lstm_calibrated_ensemble,global,mean_plus_1.5_std,mean_plus_std,1.5,alpha_0.80,0.8,8
lstm_calibrated_ensemble__global__mean_plus_2.0_std__ewma_off__persistence_1,lstm_calibrated_ensemble,global,mean_plus_2.0_std,mean_plus_std,2.0,off,,1
lstm_calibrated_ensemble__global__mean_plus_2.0_std__ewma_off__persistence_3,lstm_calibrated_ensemble,global,mean_plus_2.0_std,mean_plus_std,2.0,off,,3
lstm_calibrated_ensemble__global__mean_plus_2.0_std__ewma_off__persistence_5,lstm_calibrated_ensemble,global,mean_plus_2.0_std,mean_plus_std,2.0,off,,5
lstm_calibrated_ensemble__global__mean_plus_2.0_std__ewma_off__persistence_8,lstm_calibrated_ensemble,global,mean_plus_2.0_std,mean_plus_std,2.0,off,,8
lstm_calibrated_ensemble__global__mean_plus_2.0_std__ewma_alpha_0.20__persistence_1,lstm_calibrated_ensemble,global,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.20,0.2,1
lstm_calibrated_ensemble__global__mean_plus_2.0_std__ewma_alpha_0.20__persistence_3,lstm_calibrated_ensemble,global,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.20,0.2,3
lstm_calibrated_ensemble__global__mean_plus_2.0_std__ewma_alpha_0.20__persistence_5,lstm_calibrated_ensemble,global,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.20,0.2,5
lstm_calibrated_ensemble__global__mean_plus_2.0_std__ewma_alpha_0.20__persistence_8,lstm_calibrated_ensemble,global,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.20,0.2,8
lstm_calibrated_ensemble__global__mean_plus_2.0_std__ewma_alpha_0.50__persistence_1,lstm_calibrated_ensemble,global,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.50,0.5,1
lstm_calibrated_ensemble__global__mean_plus_2.0_std__ewma_alpha_0.50__persistence_3,lstm_calibrated_ensemble,global,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.50,0.5,3
lstm_calibrated_ensemble__global__mean_plus_2.0_std__ewma_alpha_0.50__persistence_5,lstm_calibrated_ensemble,global,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.50,0.5,5
lstm_calibrated_ensemble__global__mean_plus_2.0_std__ewma_alpha_0.50__persistence_8,lstm_calibrated_ensemble,global,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.50,0.5,8
lstm_calibrated_ensemble__global__mean_plus_2.0_std__ewma_alpha_0.80__persistence_1,lstm_calibrated_ensemble,global,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.80,0.8,1
lstm_calibrated_ensemble__global__mean_plus_2.0_std__ewma_alpha_0.80__persistence_3,lstm_calibrated_ensemble,global,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.80,0.8,3
lstm_calibrated_ensemble__global__mean_plus_2.0_std__ewma_alpha_0.80__persistence_5,lstm_calibrated_ensemble,global,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.80,0.8,5
lstm_calibrated_ensemble__global__mean_plus_2.0_std__ewma_alpha_0.80__persistence_8,lstm_calibrated_ensemble,global,mean_plus_2.0_std,mean_plus_std,2.0,alpha_0.80,0.8,8
lstm_calibrated_ensemble__per_mode__quantile_0.900__ewma_off__persistence_1,lstm_calibrated_ensemble,per_mode,quantile_0.900,quantile,0.9,off,,1
